sample_id,word_index,word,reason,score
-HwX2H8Z4hY__9,18,the,low_ctc_score_review,0.0012610340490937233
-HwX2H8Z4hY__9,20,is,audio_nearest_frame_fallback,0.654785692691803
-HwX2H8Z4hY__9,20,is,vision_nearest_frame_fallback,0.654785692691803
-I_e4mIh0yE__1,0,In,vision_nearest_frame_fallback,0.9990283846855164
-I_e4mIh0yE__1,16,in,audio_nearest_frame_fallback,0.9996848702430725
-I_e4mIh0yE__3,11,of,low_ctc_score_review,0.16181737184524536
-MeTTeMJBNc__0,3,at,audio_nearest_frame_fallback,0.9990805387496948
-MeTTeMJBNc__0,3,at,vision_nearest_frame_fallback,0.9990805387496948
-MeTTeMJBNc__0,18,of,vision_nearest_frame_fallback,0.9994208812713623
-MeTTeMJBNc__13,5,a,audio_nearest_frame_fallback,0.9962771534919739
-MeTTeMJBNc__13,5,a,vision_nearest_frame_fallback,0.9962771534919739
-MeTTeMJBNc__7,4,a,vision_nearest_frame_fallback,0.9970356225967407
-MeTTeMJBNc__7,20,a,audio_nearest_frame_fallback,0.9958938360214233
-MeTTeMJBNc__7,20,a,vision_nearest_frame_fallback,0.9958938360214233
-MeTTeMJBNc__7,23,and,vision_nearest_frame_fallback,0.9981455206871033
-MeTTeMJBNc__7,25,it,low_ctc_score_review,0.020834654569625854
-MeTTeMJBNc__7,30,frame.,low_ctc_score_review,0.008251908235251904
-NFrJFQijFE__1,0,Structural,low_ctc_score_review,0.005668343976140022
-NFrJFQijFE__1,1,mounts,low_ctc_score_review,0.0042413813062012196
-NFrJFQijFE__1,2,inside,low_ctc_score_review,0.0043512978591024876
-NFrJFQijFE__1,3,have,low_ctc_score_review,0.015330122783780098
-NFrJFQijFE__1,4,to,low_ctc_score_review,0.005292340647429228
-NFrJFQijFE__1,5,be,low_ctc_score_review,0.010778730735182762
-NFrJFQijFE__1,6,properly,low_ctc_score_review,0.006897574756294489
-NFrJFQijFE__1,7,stress,low_ctc_score_review,0.005624441895633936
-NFrJFQijFE__1,8,analyzed,low_ctc_score_review,0.004213552922010422
-NFrJFQijFE__1,9,so,low_ctc_score_review,0.002307306742295623
-NFrJFQijFE__1,9,so,vision_nearest_frame_fallback,0.002307306742295623
-NFrJFQijFE__1,10,we,low_ctc_score_review,0.005730207543820143
-NFrJFQijFE__1,10,we,vision_nearest_frame_fallback,0.005730207543820143
-NFrJFQijFE__1,11,make,low_ctc_score_review,0.004317021928727627
-NFrJFQijFE__1,12,sure,low_ctc_score_review,0.0049909004010260105
-NFrJFQijFE__1,13,all,low_ctc_score_review,0.002882163506001234
-NFrJFQijFE__1,14,that,low_ctc_score_review,0.011122618801891804
-NFrJFQijFE__1,15,happens,low_ctc_score_review,0.006010024342685938
-NFrJFQijFE__2,0,So,low_ctc_score_review,0.00013252963253762573
-NFrJFQijFE__2,1,we,low_ctc_score_review,0.0005454024649225175
-NFrJFQijFE__2,2,coordinate,low_ctc_score_review,0.0015814474318176508
-NFrJFQijFE__2,3,with,low_ctc_score_review,0.0028408546932041645
-NFrJFQijFE__2,4,all,low_ctc_score_review,0.0013513672165572643
-NFrJFQijFE__2,5,the,low_ctc_score_review,0.04036640003323555
-NFrJFQijFE__2,6,proper,low_ctc_score_review,0.0008299866458401084
-NFrJFQijFE__2,7,technical,low_ctc_score_review,0.0011830112198367715
-NFrJFQijFE__2,8,fields,low_ctc_score_review,7.476365135516971e-05
-NFrJFQijFE__2,9,to,low_ctc_score_review,0.026799574494361877
-NFrJFQijFE__2,9,to,vision_nearest_frame_fallback,0.026799574494361877
-NFrJFQijFE__2,10,get,low_ctc_score_review,5.8300280215917155e-05
-NFrJFQijFE__2,11,ready,low_ctc_score_review,0.0005236644647084177
-NFrJFQijFE__2,12,for,low_ctc_score_review,0.00033629979589022696
-NFrJFQijFE__2,13,the,low_ctc_score_review,0.0015234529273584485
-NFrJFQijFE__2,14,instrument,low_ctc_score_review,0.005857173819094896
-NFrJFQijFE__2,15,to,low_ctc_score_review,0.006395932752639055
-NFrJFQijFE__2,16,arrive,low_ctc_score_review,0.002245305571705103
-NFrJFQijFE__2,17,here,low_ctc_score_review,0.00048235285794362426
-RfYyzHpjk4__11,12,and,vision_nearest_frame_fallback,0.9827460050582886
-RfYyzHpjk4__2,3,a,vision_nearest_frame_fallback,0.9871618151664734
-RfYyzHpjk4__2,7,it,low_ctc_score_review,0.0016508924309164286
-RfYyzHpjk4__2,7,it,vision_nearest_frame_fallback,0.0016508924309164286
-RfYyzHpjk4__2,8,takes,low_ctc_score_review,0.018513547256588936
-RfYyzHpjk4__2,9,quite,low_ctc_score_review,0.10588596761226654
-RfYyzHpjk4__2,10,a,vision_nearest_frame_fallback,0.7196725606918335
-RfYyzHpjk4__2,12,of,vision_nearest_frame_fallback,0.6603135466575623
-RfYyzHpjk4__2,16,a,audio_nearest_frame_fallback,0.9944366216659546
-RfYyzHpjk4__2,23,to,low_ctc_score_review,0.012562615796923637
-RfYyzHpjk4__2,24,do.,low_ctc_score_review,0.0016839229501783848
-RfYyzHpjk4__8,4,to,audio_nearest_frame_fallback,0.9992938041687012
-RfYyzHpjk4__8,4,to,vision_nearest_frame_fallback,0.9992938041687012
-RfYyzHpjk4__8,15,of,audio_nearest_frame_fallback,0.9986063241958618
-RfYyzHpjk4__8,15,of,vision_nearest_frame_fallback,0.9986063241958618
-THoVjtIkeU__12,0,What,low_ctc_score_review,0.003431326011195779
-THoVjtIkeU__12,2,we,vision_nearest_frame_fallback,0.9999268651008606
-THoVjtIkeU__12,12,if,vision_nearest_frame_fallback,0.9999040365219116
-THoVjtIkeU__12,29,if,vision_nearest_frame_fallback,0.9995923042297363
-THoVjtIkeU__12,37,in,audio_nearest_frame_fallback,0.9944616556167603
-THoVjtIkeU__12,37,in,vision_nearest_frame_fallback,0.9944616556167603
-THoVjtIkeU__2,0,I,vision_nearest_frame_fallback,0.7837974429130554
-THoVjtIkeU__2,9,people.,low_ctc_score_review,0.0651032030582428
-THoVjtIkeU__6,2,that,low_ctc_score_review,2.8662720069405623e-05
-THoVjtIkeU__6,3,I,low_ctc_score_review,1.2940854503540322e-05
-THoVjtIkeU__6,3,I,audio_nearest_frame_fallback,1.2940854503540322e-05
-THoVjtIkeU__6,10,in,vision_nearest_frame_fallback,0.99910968542099
-THoVjtIkeU__6,18,we,vision_nearest_frame_fallback,0.9996320009231567
-THoVjtIkeU__6,19,have,low_ctc_score_review,0.08436106145381927
-UUCSKoHeMA__0,0,I,low_ctc_score_review,0.12354700267314911
-UUCSKoHeMA__0,0,I,vision_nearest_frame_fallback,0.12354700267314911
-UUCSKoHeMA__0,2,a,audio_nearest_frame_fallback,0.9103007316589355
-UUCSKoHeMA__0,4,in,vision_nearest_frame_fallback,0.6169330477714539
-UUCSKoHeMA__0,5,the,vision_nearest_frame_fallback,0.9783955216407776
-UUCSKoHeMA__0,9,"'monotone',",low_ctc_score_review,0.18769413232803345
-UUCSKoHeMA__0,13,to,vision_nearest_frame_fallback,0.7379122972488403
-UacrmKiTn4__10,1,if,vision_nearest_frame_fallback,0.9985745549201965
-UacrmKiTn4__10,5,in,audio_nearest_frame_fallback,0.9845083951950073
-UacrmKiTn4__10,5,in,vision_nearest_frame_fallback,0.9845083951950073
-UacrmKiTn4__10,17,it.,low_ctc_score_review,0.10643929243087769
-UuX1xuaiiE__0,0,^it's,low_ctc_score_review,1.5383335266960785e-05
-UuX1xuaiiE__1,16,a,vision_nearest_frame_fallback,0.9938765168190002
-UuX1xuaiiE__1,26,here,low_ctc_score_review,0.19782830774784088
-UuX1xuaiiE__3,3,to,low_ctc_score_review,0.16568395495414734
-UuX1xuaiiE__3,5,a,audio_nearest_frame_fallback,0.9628076553344727
-UuX1xuaiiE__3,5,a,vision_nearest_frame_fallback,0.9628076553344727
-UuX1xuaiiE__3,8,lawyer,low_ctc_score_review,0.06546980142593384
-UuX1xuaiiE__6,18,and,low_ctc_score_review,0.012128657661378384
-UuX1xuaiiE__6,21,issues,low_ctc_score_review,0.08572936058044434
-a55Q6RWvTA__3,1,if,low_ctc_score_review,0.1147150918841362
-a55Q6RWvTA__3,5,if,audio_nearest_frame_fallback,0.9992773532867432
-a55Q6RWvTA__3,16,of,audio_nearest_frame_fallback,0.6835388541221619
-a55Q6RWvTA__3,16,of,vision_nearest_frame_fallback,0.6835388541221619
-a55Q6RWvTA__3,44,a,audio_nearest_frame_fallback,0.9564528465270996
-a55Q6RWvTA__3,44,a,vision_nearest_frame_fallback,0.9564528465270996
-a55Q6RWvTA__3,48,of,vision_nearest_frame_fallback,0.6299931406974792
-a55Q6RWvTA__3,55,of,low_ctc_score_review,0.009350636973977089
-a55Q6RWvTA__3,55,of,audio_nearest_frame_fallback,0.009350636973977089
-a55Q6RWvTA__3,64,se.,low_ctc_score_review,0.020053299143910408
-aqamKhZ1Ec__0,0,In,low_ctc_score_review,0.002673372160643339
-aqamKhZ1Ec__0,1,"2008,",unsupported_characters_or_no_letters,
-aqamKhZ1Ec__0,11,a,audio_nearest_frame_fallback,0.8666253089904785
-aqamKhZ1Ec__0,11,a,vision_nearest_frame_fallback,0.8666253089904785
-dxfTGcXJoc__0,5,...,unsupported_characters_or_no_letters,
-dxfTGcXJoc__0,14,than,low_ctc_score_review,0.0826694518327713
-dxfTGcXJoc__0,15,"1,500",unsupported_characters_or_no_letters,
-dxfTGcXJoc__0,23,"100,000",unsupported_characters_or_no_letters,
-dxfTGcXJoc__1,2,10th,unsupported_characters_or_no_letters,
-dxfTGcXJoc__1,22,BIO,low_ctc_score_review,0.19592377543449402
-dxfTGcXJoc__2,2,"20,000",unsupported_characters_or_no_letters,
-dxfTGcXJoc__2,3,biotech,low_ctc_score_review,4.096385964658111e-05
-dxfTGcXJoc__2,12,50,unsupported_characters_or_no_letters,
-dxfTGcXJoc__2,17,BIO,low_ctc_score_review,0.06049300730228424
-dxfTGcXJoc__6,2,at,audio_nearest_frame_fallback,0.9988827109336853
-dxfTGcXJoc__6,5,BIO,low_ctc_score_review,0.09420043975114822
-egA8-b7-3M__1,0,I,vision_nearest_frame_fallback,0.9589871764183044
-egA8-b7-3M__1,2,a,audio_nearest_frame_fallback,0.9906286597251892
-egA8-b7-3M__1,2,a,vision_nearest_frame_fallback,0.9906286597251892
-egA8-b7-3M__1,8,in,low_ctc_score_review,0.07167515903711319
-egA8-b7-3M__1,9,1989.,unsupported_characters_or_no_letters,
-egA8-b7-3M__1,10,I,low_ctc_score_review,0.0016186254797503352
-egA8-b7-3M__1,10,I,audio_nearest_frame_fallback,0.0016186254797503352
-egA8-b7-3M__1,10,I,vision_nearest_frame_fallback,0.0016186254797503352
-egA8-b7-3M__13,10,answer.,low_ctc_score_review,0.019321344792842865
-egA8-b7-3M__16,4,of,vision_nearest_frame_fallback,0.9998512864112854
-egA8-b7-3M__18,6,of,vision_nearest_frame_fallback,0.9997226595878601
-egA8-b7-3M__20,3,a,audio_nearest_frame_fallback,0.996941864490509
-egA8-b7-3M__20,3,a,vision_nearest_frame_fallback,0.996941864490509
-egA8-b7-3M__6,3,a,audio_nearest_frame_fallback,0.9774101376533508
-egA8-b7-3M__6,3,a,vision_nearest_frame_fallback,0.9774101376533508
-egA8-b7-3M__6,11,vendors.,low_ctc_score_review,0.16754451394081116
-hnBHBN8p5A__6,0,"Discussion,",low_ctc_score_review,8.865694690030068e-05
-hnBHBN8p5A__6,1,how,low_ctc_score_review,0.00015468151832465082
-hnBHBN8p5A__6,2,to,low_ctc_score_review,0.0026779856998473406
-hnBHBN8p5A__6,3,discuss,low_ctc_score_review,0.0006091507384553552
-hnBHBN8p5A__6,4,ideas,low_ctc_score_review,0.00047426571836695075
-hnBHBN8p5A__6,5,and,low_ctc_score_review,0.013509304262697697
-hnBHBN8p5A__6,6,opinions,low_ctc_score_review,0.029834026470780373
-hnBHBN8p5A__6,7,more,low_ctc_score_review,0.012274692766368389
-hnBHBN8p5A__6,8,effectively,low_ctc_score_review,2.6150171834160574e-05
-hnBHBN8p5A__6,9,than,low_ctc_score_review,0.00042397109791636467
-hnBHBN8p5A__6,10,a,vision_nearest_frame_fallback,0.97538822889328
-hnBHBN8p5A__6,11,native,low_ctc_score_review,0.00013488551485352218
-hnBHBN8p5A__6,12,speaker,low_ctc_score_review,0.00025627450668253005
-hnBHBN8p5A__7,0,Picture,low_ctc_score_review,1.3751448022958357e-05
-hnBHBN8p5A__7,1,"this,",low_ctc_score_review,4.784578777616844e-06
-hnBHBN8p5A__7,2,before,low_ctc_score_review,0.00614965008571744
-hnBHBN8p5A__7,3,we,low_ctc_score_review,8.735630672163097e-07
-hnBHBN8p5A__7,4,actually,low_ctc_score_review,0.00024589241365902126
-hnBHBN8p5A__7,5,start,low_ctc_score_review,4.821247421205044e-05
-hnBHBN8p5A__7,6,"hacking,",low_ctc_score_review,6.218087946763262e-05
-hnBHBN8p5A__7,7,we’re,low_ctc_score_review,0.0002741344505921006
-hnBHBN8p5A__7,8,in,low_ctc_score_review,0.006063215434551239
-hnBHBN8p5A__7,9,a,low_ctc_score_review,0.00354946032166481
-hnBHBN8p5A__7,9,a,vision_nearest_frame_fallback,0.00354946032166481
-hnBHBN8p5A__7,10,room,low_ctc_score_review,2.958424920507241e-05
-hnBHBN8p5A__7,11,formal,low_ctc_score_review,0.00040191414882428944
-hnBHBN8p5A__7,12,setting,low_ctc_score_review,0.0238466989248991
-iRBcNs9oI8__3,0,"Well,",low_ctc_score_review,0.003478812985122204
-iRBcNs9oI8__3,1,it,low_ctc_score_review,2.775845496216789e-05
-iRBcNs9oI8__3,1,it,vision_nearest_frame_fallback,2.775845496216789e-05
-iRBcNs9oI8__3,2,is,low_ctc_score_review,8.75235054991208e-05
-iRBcNs9oI8__3,3,the,low_ctc_score_review,0.05116705968976021
-iRBcNs9oI8__3,4,secret,low_ctc_score_review,0.0029166825115680695
-iRBcNs9oI8__3,6,power,low_ctc_score_review,0.003394653555005789
-iRBcNs9oI8__3,7,pose,low_ctc_score_review,0.00010525160905672237
-iRBcNs9oI8__6,0,What,low_ctc_score_review,0.007616919465363026
-iRBcNs9oI8__6,2,a,low_ctc_score_review,2.295912418048829e-05
-iRBcNs9oI8__6,2,a,audio_nearest_frame_fallback,2.295912418048829e-05
-iRBcNs9oI8__6,2,a,vision_nearest_frame_fallback,2.295912418048829e-05
-iRBcNs9oI8__6,3,power,low_ctc_score_review,0.00038448674604296684
-iRBcNs9oI8__6,4,pose,low_ctc_score_review,6.137679883977398e-05
-iRBcNs9oI8__7,0,"Well,",low_ctc_score_review,6.304021371761337e-05
-iRBcNs9oI8__7,1,for,low_ctc_score_review,3.780739461944904e-06
-iRBcNs9oI8__7,2,"starters,",low_ctc_score_review,0.0026281443424522877
-iRBcNs9oI8__7,3,let's,low_ctc_score_review,1.397414416715037e-05
-iRBcNs9oI8__7,4,look,low_ctc_score_review,5.765568857896142e-07
-iRBcNs9oI8__7,5,at,low_ctc_score_review,0.0006423381273634732
-iRBcNs9oI8__7,6,the,low_ctc_score_review,0.032839931547641754
-iRBcNs9oI8__7,7,word,low_ctc_score_review,1.6637523003737442e-05
-iRBcNs9oI8__7,8,"""power""",low_ctc_score_review,0.0005092349601909518
-iRBcNs9oI8__8,0,I've,low_ctc_score_review,0.0013784411130473018
-iRBcNs9oI8__8,1,drawn,low_ctc_score_review,2.985375431308057e-05
-iRBcNs9oI8__8,2,this,low_ctc_score_review,0.012832388281822205
-iRBcNs9oI8__8,3,man,low_ctc_score_review,0.0018185258377343416
-iRBcNs9oI8__8,4,"here,",low_ctc_score_review,6.780270632589236e-05
-iRBcNs9oI8__8,5,and,low_ctc_score_review,3.434976315475069e-05
-iRBcNs9oI8__8,6,if,low_ctc_score_review,3.0039216653676704e-05
-iRBcNs9oI8__8,6,if,vision_nearest_frame_fallback,3.0039216653676704e-05
-iRBcNs9oI8__8,7,you,low_ctc_score_review,4.9775077059166506e-05
-iRBcNs9oI8__8,8,can,low_ctc_score_review,0.00010677896352717653
-iRBcNs9oI8__8,9,"tell,",low_ctc_score_review,1.929197878780542e-06
-iRBcNs9oI8__8,11,has,low_ctc_score_review,1.940931042554439e-06
-iRBcNs9oI8__8,12,a,vision_nearest_frame_fallback,0.40166234970092773
-iRBcNs9oI8__8,13,lot,low_ctc_score_review,2.2009880922269076e-05
-iRBcNs9oI8__8,14,of,low_ctc_score_review,0.0009206642862409353
-iRBcNs9oI8__8,15,big,low_ctc_score_review,5.299570329952985e-05
-iRBcNs9oI8__8,16,"muscles,",low_ctc_score_review,1.0082596418214962e-05
-iRBcNs9oI8__8,17,he,low_ctc_score_review,5.196303618504317e-07
-iRBcNs9oI8__8,17,he,audio_nearest_frame_fallback,5.196303618504317e-07
-iRBcNs9oI8__8,18,looks,low_ctc_score_review,1.6341169612132944e-05
-iRBcNs9oI8__8,19,very,low_ctc_score_review,4.755703412229195e-05
-iRBcNs9oI8__8,20,strong,low_ctc_score_review,3.206024848623201e-05
-iRBcNs9oI8__9,0,Power,low_ctc_score_review,0.0004746048361994326
-iRBcNs9oI8__9,1,is,low_ctc_score_review,4.952317976858467e-05
-iRBcNs9oI8__9,1,is,audio_nearest_frame_fallback,4.952317976858467e-05
-iRBcNs9oI8__9,2,similar,low_ctc_score_review,5.3730866056866944e-05
-iRBcNs9oI8__9,3,to,low_ctc_score_review,0.0009116602595895529
-iRBcNs9oI8__9,4,strength,low_ctc_score_review,0.00043416497646830976
-lzEya4AM_4__5,4,oh,low_ctc_score_review,0.03155459463596344
-lzEya4AM_4__5,6,of,audio_nearest_frame_fallback,0.9974715709686279
-lzEya4AM_4__5,6,of,vision_nearest_frame_fallback,0.9974715709686279
-lzEya4AM_4__5,11,nausea,low_ctc_score_review,0.15929119288921356
-lzEya4AM_4__5,15,be,vision_nearest_frame_fallback,0.9976330399513245
-lzEya4AM_4__5,18,step.,low_ctc_score_review,0.1137920618057251
-lzEya4AM_4__6,0,If,audio_nearest_frame_fallback,0.9997051358222961
-lzEya4AM_4__6,0,If,vision_nearest_frame_fallback,0.9997051358222961
-lzEya4AM_4__6,5,is,audio_nearest_frame_fallback,0.4732426106929779
-lzEya4AM_4__6,5,is,vision_nearest_frame_fallback,0.4732426106929779
-lzEya4AM_4__6,8,of,vision_nearest_frame_fallback,0.9979968070983887
-lzEya4AM_4__6,24,as,low_ctc_score_review,0.0026613553054630756
-lzEya4AM_4__6,32,it,audio_nearest_frame_fallback,0.9989558458328247
-lzEya4AM_4__6,32,it,vision_nearest_frame_fallback,0.9989558458328247
-mJ2ud6oKI8__1,0,There,low_ctc_score_review,0.019215989857912064
-mJ2ud6oKI8__1,1,are,low_ctc_score_review,0.022372255101799965
-mJ2ud6oKI8__1,2,a,low_ctc_score_review,0.036753103137016296
-mJ2ud6oKI8__1,3,dozen,low_ctc_score_review,0.0029159372206777334
-mJ2ud6oKI8__1,4,or,low_ctc_score_review,0.013238336890935898
-mJ2ud6oKI8__1,4,or,vision_nearest_frame_fallback,0.013238336890935898
-mJ2ud6oKI8__1,5,more,low_ctc_score_review,0.008831177838146687
-mJ2ud6oKI8__1,6,hands,low_ctc_score_review,0.008012895472347736
-mJ2ud6oKI8__1,7,on,low_ctc_score_review,0.004273226484656334
-mJ2ud6oKI8__1,7,on,vision_nearest_frame_fallback,0.004273226484656334
-mJ2ud6oKI8__1,8,techniques,low_ctc_score_review,0.007941309362649918
-mJ2ud6oKI8__1,9,that,low_ctc_score_review,0.02269499935209751
-mJ2ud6oKI8__1,10,we,low_ctc_score_review,0.004302597604691982
-mJ2ud6oKI8__1,11,can,low_ctc_score_review,0.004792237654328346
-mJ2ud6oKI8__1,12,do,low_ctc_score_review,0.007985257543623447
-mJ2ud6oKI8__1,12,do,audio_nearest_frame_fallback,0.007985257543623447
-mJ2ud6oKI8__2,0,So,low_ctc_score_review,0.02563668042421341
-mJ2ud6oKI8__2,0,So,vision_nearest_frame_fallback,0.02563668042421341
-mJ2ud6oKI8__2,1,physical,low_ctc_score_review,0.009945735335350037
-mJ2ud6oKI8__2,2,therapists,low_ctc_score_review,0.019993366673588753
-mJ2ud6oKI8__2,3,and,low_ctc_score_review,0.005110245198011398
-mJ2ud6oKI8__2,4,chiropractors,low_ctc_score_review,0.011866756714880466
-mJ2ud6oKI8__2,5,will,low_ctc_score_review,0.002864815527573228
-mJ2ud6oKI8__2,6,do,low_ctc_score_review,0.008078237064182758
-mJ2ud6oKI8__2,7,joint,low_ctc_score_review,0.005254714749753475
-mJ2ud6oKI8__2,8,manipulations,low_ctc_score_review,0.008821972645819187
-mJ2ud6oKI8__2,9,and,low_ctc_score_review,0.0051365443505346775
-mJ2ud6oKI8__2,10,mobilizations,low_ctc_score_review,0.007228096481412649
-mJ2ud6oKI8__6,0,They,low_ctc_score_review,0.05870784446597099
-mJ2ud6oKI8__6,1,are,low_ctc_score_review,0.0001797872391762212
-mJ2ud6oKI8__6,2,all,low_ctc_score_review,0.0016374718397855759
-mJ2ud6oKI8__6,3,very,low_ctc_score_review,0.017314763739705086
-mJ2ud6oKI8__6,4,safe,low_ctc_score_review,0.0011384516255930066
-mJ2ud6oKI8__8,0,Sometimes,low_ctc_score_review,0.0005296074086800218
-mJ2ud6oKI8__8,1,we,low_ctc_score_review,0.00011803211964434013
-mJ2ud6oKI8__8,2,have,low_ctc_score_review,0.004663257393985987
-mJ2ud6oKI8__8,3,to,low_ctc_score_review,0.026667021214962006
-mJ2ud6oKI8__8,4,stretch,low_ctc_score_review,0.0026166848838329315
-mJ2ud6oKI8__8,5,that,low_ctc_score_review,0.00816711038351059
-mJ2ud6oKI8__8,6,joint,low_ctc_score_review,8.482434168399777e-06
-mJ2ud6oKI8__8,7,that,low_ctc_score_review,0.0019040410406887531
-mJ2ud6oKI8__8,8,is,low_ctc_score_review,0.005354615394026041
-mJ2ud6oKI8__8,8,is,vision_nearest_frame_fallback,0.005354615394026041
-mJ2ud6oKI8__8,9,already,low_ctc_score_review,0.01022419985383749
-mJ2ud6oKI8__8,10,irritated,low_ctc_score_review,0.0010669411858543754
-mJ2ud6oKI8__9,0,It's,low_ctc_score_review,0.002400023862719536
-mJ2ud6oKI8__9,1,safe,low_ctc_score_review,0.0001916142791742459
-mJ2ud6oKI8__9,2,and,low_ctc_score_review,0.052773669362068176
-mJ2ud6oKI8__9,3,the,low_ctc_score_review,5.217266334511805e-06
-mJ2ud6oKI8__9,4,person,low_ctc_score_review,0.002205503638833761
-mJ2ud6oKI8__9,5,will,low_ctc_score_review,0.00014405656838789582
-mJ2ud6oKI8__9,6,feel,low_ctc_score_review,0.0004965519765391946
