sample_id,video_id,clip_id,relative_path,source_sha256,text_sha256,container_duration_s,token_count,status
-egA8-b7-3M__26,-egA8-b7-3M,26,-egA8-b7-3M/26.mp4,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685,57dfcca31da6ebc3890da73654c8b44346d78eae2f1ee8bc8ad41f39b2b8fc10,6.03099,21,extracted_unreviewed
-egA8-b7-3M__17,-egA8-b7-3M,17,-egA8-b7-3M/17.mp4,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f,979b2fe6ff1090964be7311d2794106640028a26397f696f3410b16d440cf6e0,7.271029,21,extracted_unreviewed
-egA8-b7-3M__18,-egA8-b7-3M,18,-egA8-b7-3M/18.mp4,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90,f9ca5d6cd8092dfb86bf9c24e1bf22bb2020a88c30e5d6895f15d8334badfeb3,8.386003,29,extracted_unreviewed
-egA8-b7-3M__16,-egA8-b7-3M,16,-egA8-b7-3M/16.mp4,4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c,6b3a71aaf936c46a861b702c61b5ba0c2984cc60da992f39a725919994fc5b2a,5.538021,15,extracted_unreviewed
-egA8-b7-3M__13,-egA8-b7-3M,13,-egA8-b7-3M/13.mp4,cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c,31e06bfd066f5eabfce83f6afbb3fe97c0c1f20c4dc5f88fd29ab92b7e2dced2,4.183984,18,extracted_unreviewed
-egA8-b7-3M__1,-egA8-b7-3M,1,-egA8-b7-3M/1.mp4,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b,51a43241a4907afa84e3ba3f9fc188eb045a2d63c24a6fe67b7f4a9a60b59dd5,10.266016,24,extracted_unreviewed
-egA8-b7-3M__6,-egA8-b7-3M,6,-egA8-b7-3M/6.mp4,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0,b98c6975a7f19c8f12491fc3bb3d8d605950b41615c28e4631c3363aefbe8de6,6.264974,15,extracted_unreviewed
-egA8-b7-3M__9,-egA8-b7-3M,9,-egA8-b7-3M/9.mp4,bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c,8200dcc9204cbda2b4c2f4dc70ed0f502f5160841a03fe67d16870219cf30d90,5.089974,14,extracted_unreviewed
-egA8-b7-3M__20,-egA8-b7-3M,20,-egA8-b7-3M/20.mp4,719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8,2997ee5650dda6f858bcc4f971f157b26b57bca319f3db435c46b6bc9dfc01d3,6.644987,26,extracted_unreviewed
-iRBcNs9oI8__3,-iRBcNs9oI8,3,-iRBcNs9oI8/3.mp4,39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50,74ff88671014acdb3aa95ed965c04e597c2894bc5e2510e834841372ec31d977,5.621,11,extracted_unreviewed
-iRBcNs9oI8__7,-iRBcNs9oI8,7,-iRBcNs9oI8/7.mp4,cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081,f2ccb178171be521c123b772104e205402a7397a3add0912e887c1df79b2da01,4.104,17,extracted_unreviewed
-iRBcNs9oI8__6,-iRBcNs9oI8,6,-iRBcNs9oI8/6.mp4,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3,8b90c98e534344214d67a63ba80f4382929724c610d096f5740da1b2b8bfb1f5,2.903,7,extracted_unreviewed
-iRBcNs9oI8__9,-iRBcNs9oI8,9,-iRBcNs9oI8/9.mp4,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74,77cfcd2dd3fe84ebeb9790e9e6d4c6cabd5e5ba4fdabfd581963eebbd450fba7,3.416,7,extracted_unreviewed
-iRBcNs9oI8__8,-iRBcNs9oI8,8,-iRBcNs9oI8/8.mp4,72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412,8bf39f02221f36bddb8b51da6b6156a29d9cb435c1b1294db873b5956fc6e0a1,8.093,28,extracted_unreviewed
-lzEya4AM_4__5,-lzEya4AM_4,5,-lzEya4AM_4/5.mp4,3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043,35fcdf82141bdf73ce0241597e565d4fd002ccc799d6dd0ad3d1ef73c7752968,7.675,23,extracted_unreviewed
-lzEya4AM_4__6,-lzEya4AM_4,6,-lzEya4AM_4/6.mp4,ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18,fabeff19e5d6ebada7f1781ee2216e38f9de68a5663ff81db310a970026924ef,14.791992,50,extracted_unreviewed
-mJ2ud6oKI8__1,-mJ2ud6oKI8,1,-mJ2ud6oKI8/1.mp4,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b,26b67ad884639a25bddf06e9d77bcea529051bb8110a660e2f2742558c093b4d,6.103,15,extracted_unreviewed
-mJ2ud6oKI8__2,-mJ2ud6oKI8,2,-mJ2ud6oKI8/2.mp4,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28,672f0f80a7c9d3bdfe1dc1ab5a611f4dd39f48cbf8cc92518fc2d9a63106f872,5.731,19,extracted_unreviewed
-mJ2ud6oKI8__6,-mJ2ud6oKI8,6,-mJ2ud6oKI8/6.mp4,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d,f405d94b07de80ee5c8ec3140ca886ef28f35821d5e3484172a0e3dd8a510f80,2.257,7,extracted_unreviewed
-mJ2ud6oKI8__9,-mJ2ud6oKI8,9,-mJ2ud6oKI8/9.mp4,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47,765d339019d906539f8b80ef2a5d82081fafe052d9e525595c6bedb30d822753,7.033,31,extracted_unreviewed
-mJ2ud6oKI8__8,-mJ2ud6oKI8,8,-mJ2ud6oKI8/8.mp4,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc,2e12bc73d35a01c69f16156d6cb6f845532fd8e0876dc09ff94424e559b52515,4.192,13,extracted_unreviewed
-mqbVkbCndg__0,-mqbVkbCndg,0,-mqbVkbCndg/0.mp4,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda,d2ec71d71a32912fa5fbf0916e1ce4f1673086a766e20ca968e1233418e0ec5f,6.466667,19,extracted_unreviewed
-t217m2on-s__2,-t217m2on-s,2,-t217m2on-s/2.mp4,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8,09793b16c6e1b6b44ada9e79a3636bf42ba37ffe83e6a98739e10c49dfb52fb0,5.686003,18,extracted_unreviewed
-t217m2on-s__7,-t217m2on-s,7,-t217m2on-s/7.mp4,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7,5b422b896fda787c86ddf5d5df10dd0f8f704ac91bf5848f0abc5d1895bac110,17.183008,55,extracted_unreviewed
-tANM6ETl_M__3,-tANM6ETl_M,3,-tANM6ETl_M/3.mp4,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6,d0f8beb9e36254b4a7b32872ec3956aa92d44589400f7a4f15af8da5549a015c,6.758008,31,extracted_unreviewed
-tPCytz4rww__11,-tPCytz4rww,11,-tPCytz4rww/11.mp4,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d,08095db71ec8c8631236facd96a7cac07ab7ed0ff853867cebefb7e96358253a,5.466992,22,extracted_unreviewed
-tPCytz4rww__10,-tPCytz4rww,10,-tPCytz4rww/10.mp4,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8,c54b57e82c1769ce9a038b3d3ad3a81964c222e375792134fe3ea321c0db43b1,4.788997,17,extracted_unreviewed
-tPCytz4rww__12,-tPCytz4rww,12,-tPCytz4rww/12.mp4,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5,935dc7e6e8455bd1acb4066d756b9a009ef0b12339458c64be18674d50b101cf,11.863997,30,extracted_unreviewed
-tPCytz4rww__16,-tPCytz4rww,16,-tPCytz4rww/16.mp4,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93,06d8880f7151da8278664f4dcafe60368bba0a01955b6b9a8c9f5a688372e695,7.20599,19,extracted_unreviewed
-tPCytz4rww__18,-tPCytz4rww,18,-tPCytz4rww/18.mp4,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776,0213c1bbbdbbb60fb70172c4e6d51aeb74a7205151d2d798b7c96667d414c722,6.644987,24,extracted_unreviewed
-vxjVxOeScU__4,-vxjVxOeScU,4,-vxjVxOeScU/4.mp4,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719,663559f09b501b1f8f041ae288e9e3ccc4fda3bace7c391d86afcff32386cc08,9.127018,29,extracted_unreviewed
-wMB_hJL-3o__7,-wMB_hJL-3o,7,-wMB_hJL-3o/7.mp4,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7,092fd4485c2e7d5d4e7bdadaec522461a3f5fa45af4a148441d44ae495c3f238,6.04401,25,extracted_unreviewed
-wny0OAz3g8__1,-wny0OAz3g8,1,-wny0OAz3g8/1.mp4,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8,4811dd2512e12a41704b25c37961cd00ee1857e5083a2f5c69d999b68ae96b13,6.84401,30,extracted_unreviewed
-wny0OAz3g8__0,-wny0OAz3g8,0,-wny0OAz3g8/0.mp4,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d,fc637fb7e309729db1c10e9b2ec896a95f87238560df6594154a54550c85e49e,3.333333,13,extracted_unreviewed
-wny0OAz3g8__3,-wny0OAz3g8,3,-wny0OAz3g8/3.mp4,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce,55e3d9778d6c54ba0e345c732f64ab71f89a40e8b4ba4cc95c00fd1ef14d20b4,6.146029,22,extracted_unreviewed
-wny0OAz3g8__2,-wny0OAz3g8,2,-wny0OAz3g8/2.mp4,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a,15562d374fc676ee0cb47bfe1b8bc536a34dd1fe30681b6507be3cdff47a08d3,6.686979,30,extracted_unreviewed
-wny0OAz3g8__5,-wny0OAz3g8,5,-wny0OAz3g8/5.mp4,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0,9c9828dcb91f8e3532d0e3dc66c88e52ac47eec14eefc5ea54e1f0ad0894e7ed,6.911979,29,extracted_unreviewed
-wny0OAz3g8__7,-wny0OAz3g8,7,-wny0OAz3g8/7.mp4,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd,b9a3887ebc4083f41eb989691995164b78d2a3bae076e114d6bab627886ff913,8.067969,33,extracted_unreviewed
-wny0OAz3g8__9,-wny0OAz3g8,9,-wny0OAz3g8/9.mp4,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136,a084cdf552bb692d0b81cec2a9a8934d59e731294245b9ca6945b2057d85ad66,6.213021,24,extracted_unreviewed
-571d8cVauQ__0,-571d8cVauQ,0,-571d8cVauQ/0.mp4,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088,3cc4662c85af842f5e682e4ef26cf9eb3bebd97881a87999db6c236539a3d598,5.066667,18,extracted_unreviewed
-571d8cVauQ__5,-571d8cVauQ,5,-571d8cVauQ/5.mp4,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e,750ec610bc9cc014a16efdc1e076aa87e28e6eec9fa8ef31a42f0e43fc8a6847,15.272982,54,extracted_unreviewed
-I_e4mIh0yE__1,-I_e4mIh0yE,1,-I_e4mIh0yE/1.mp4,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,d23b34daf050ce5e431d5074a5f31feb5e6d12db47361c02652779d42f437013,7.622005,23,extracted_unreviewed
-I_e4mIh0yE__3,-I_e4mIh0yE,3,-I_e4mIh0yE/3.mp4,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,02d03bfe301b4e2341b12749ee8d9b03af22d4bb0b7cf06af7180495238a2005,9.163021,32,extracted_unreviewed
-UacrmKiTn4__10,-UacrmKiTn4,10,-UacrmKiTn4/10.mp4,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360,e98b82a28182435ec3271a7d4f2d1732c3f387153858f3d3fb72566293411a96,7.361979,24,extracted_unreviewed
-UacrmKiTn4__4,-UacrmKiTn4,4,-UacrmKiTn4/4.mp4,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84,32cee8f979caa3ad38c4e527ae93bb899043bcc4e353f76f7d7a2588ba9a25fb,4.741016,17,extracted_unreviewed
-hnBHBN8p5A__7,-hnBHBN8p5A,7,-hnBHBN8p5A/7.mp4,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb,96598849754d0594dd898377ebd1f8ce193af1491d5f002050f6dea780c7ca2f,7.372,19,extracted_unreviewed
-hnBHBN8p5A__6,-hnBHBN8p5A,6,-hnBHBN8p5A/6.mp4,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7,efd53156234a6fe19e1d8ddffac7dc78c44efc68a0a2f293dc30821bfdd094b8,6.401,16,extracted_unreviewed
-qDkUB0GgYY__6,-qDkUB0GgYY,6,-qDkUB0GgYY/6.mp4,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b,876a79155132e90b3394e7cb3977b04230ce528b35b0e739502dc5c27169e7e0,4.677995,20,extracted_unreviewed
-uywlfIYOS8__4,-uywlfIYOS8,4,-uywlfIYOS8/4.mp4,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9,d737909b534cfe89b07541f89d3ecb1b7e97f805ba1dfc1962ea3c475b97a063,6.044987,24,extracted_unreviewed
-6rXp3zJ3kc__8,-6rXp3zJ3kc,8,-6rXp3zJ3kc/8.mp4,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae,d8191a0e9bf808171a0610c82825567e304d6950a9b1ee4e9c3f57fdd67c5add,12.805013,40,extracted_unreviewed
-9y-fZ3swSY__0,-9y-fZ3swSY,0,-9y-fZ3swSY/0.mp4,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c,d81896a67e5f274d2c16dbf281a45824f967fe604ce10737525c3ccae7723a3e,6.833333,30,extracted_unreviewed
-9y-fZ3swSY__4,-9y-fZ3swSY,4,-9y-fZ3swSY/4.mp4,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc,90e4f5f3d707d702db91e02acb36aef59bcc5989d01839f4e69891616d660847,2.821029,13,extracted_unreviewed
-9y-fZ3swSY__8,-9y-fZ3swSY,8,-9y-fZ3swSY/8.mp4,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,cc4943d1a2d9da1cfa76b529da139ea3ac05a0ff0f9935f381fb9c14c18f72a0,4.988997,16,extracted_unreviewed
-AUZQgSxyPQ__2,-AUZQgSxyPQ,2,-AUZQgSxyPQ/2.mp4,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,53a9c4d7b99b24b4a7472cea8414ccb888be5eabdef6e10c83361628bd8323db,22.511003,58,extracted_unreviewed
-HeZS2-Prhc__2,-HeZS2-Prhc,2,-HeZS2-Prhc/2.mp4,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,15effa3af619e2681091bfb260ded02117f167a5c4be5e77fff33a4e08a8caf1,8.261979,19,extracted_unreviewed
-MeTTeMJBNc__0,-MeTTeMJBNc,0,-MeTTeMJBNc/0.mp4,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,d45a4c90c53d56e4ab5a94feb0eb2f9ff65b538e0dbae7d2f825e9712e1fbf6c,9.3,28,extracted_unreviewed
-MeTTeMJBNc__13,-MeTTeMJBNc,13,-MeTTeMJBNc/13.mp4,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,c402887ff4c5a0fb3774b386105e85b03916cc55ea3f03e731045058c5eeae26,5.430013,18,extracted_unreviewed
-MeTTeMJBNc__7,-MeTTeMJBNc,7,-MeTTeMJBNc/7.mp4,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,92d6e9fd047cc71b66015cff4b3c738c9b0231d578f9f801e309692ff9e76ea9,10.516992,35,extracted_unreviewed
-RfYyzHpjk4__11,-RfYyzHpjk4,11,-RfYyzHpjk4/11.mp4,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,a270bb05e4028b233a7b24185137fa42eafda19ff26fba42416ce4c9a43aed2f,5.238997,21,extracted_unreviewed
-RfYyzHpjk4__8,-RfYyzHpjk4,8,-RfYyzHpjk4/8.mp4,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,d3555b14bb47b174fbff361f276899a48984d7c17f63c0199df6ce993808d135,4.588997,23,extracted_unreviewed
-RfYyzHpjk4__2,-RfYyzHpjk4,2,-RfYyzHpjk4/2.mp4,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,cfcd8b471a2463bbf3a57796635230abb520d2fdf4c7ca9237e6e992af68a2bf,5.516016,31,extracted_unreviewed
-UUCSKoHeMA__0,-UUCSKoHeMA,0,-UUCSKoHeMA/0.mp4,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,06066cdd3a69188d9b551d1dd8ab73440d1fb35427cc9d6269c9167249435175,7.8,25,extracted_unreviewed
-ri04Z7vwnc__0,-ri04Z7vwnc,0,-ri04Z7vwnc/0.mp4,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b,67e24366653bb748973c629e8917b2d43c1a042a58c1a25055305cf96dd85d91,2.807,10,extracted_unreviewed
-ri04Z7vwnc__2,-ri04Z7vwnc,2,-ri04Z7vwnc/2.mp4,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148,485fc16ed107188fbeebd37d539df40b7e66a174cb2f7a52991e1993cc5b9707,6.027,28,extracted_unreviewed
-ri04Z7vwnc__5,-ri04Z7vwnc,5,-ri04Z7vwnc/5.mp4,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736,b65c73ef4a0f7b9c2d61b5b240b4e1bf4faabd5bcaf23f266dee97618c4c4cb0,3.545,13,extracted_unreviewed
-s9qJ7ATP7w__1,-s9qJ7ATP7w,1,-s9qJ7ATP7w/1.mp4,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09,8f6128c866cc3d5d668326149631575f43e8832d0037a251401a6c48a46cd6ed,4.791992,14,extracted_unreviewed
-s9qJ7ATP7w__0,-s9qJ7ATP7w,0,-s9qJ7ATP7w/0.mp4,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5,826689db331adffd405a7e2ad84f6ca24ec97d2a9c5a0293eedef5941783b672,6.8,30,extracted_unreviewed
-s9qJ7ATP7w__5,-s9qJ7ATP7w,5,-s9qJ7ATP7w/5.mp4,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae,e87c80d3bcdd80b34495c33e4cfdfb0de445d9ef44f28d5be83cda2335803a7d,8.561003,22,extracted_unreviewed
-s9qJ7ATP7w__4,-s9qJ7ATP7w,4,-s9qJ7ATP7w/4.mp4,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9,bf8e68db5decfd6cc6a296b6464a35fddb9bd64d99bdfb4fd9d0ec6e71474f9e,4.427018,12,extracted_unreviewed
